	aneu	text	label	insulte	grau	rol	tipus	insults
827	tweet25_1234911270605918211	@laSextaTV @cayetanaAT @cayetanaAT, la derechita covarda ni si vulga et defensa. Alguns com @FeijooGalicia t'ataquen.  Els nicos que t'han defensat són @vox_és. Si diràs el que penses sense complexos, el covard PP no és el teu partit. Ests a temps de canviar.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['derechita covard', 'covard']
622	tweet17_1234963603725410305	@laSextaTV Estic amb Cayetana,	NOVIOLENTO	NO				[]
2352	tweet58_1592266841967456256	AYUSO no és ningú,m'explique est de Presidenta com podia haver estat una altra persona El per qu est tots ho sabem,però aquesta seora no és   Politica  Estadista  Referent Gestora  Persona Compromesa Intel·lectual ÉS UNA PUTA MARIONETA DE MAR I JA CAURE	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['PUTA MARIONETA']
96	tweet69_1235209758350639104	@laSextaTV @cayetanaAT :@laSextaTV  sou el rgano oficial del govern sociocomunista, dels nacionalistes i filotarras. Sou vomitius.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['filotarras', 'Sou vomitius']
2365	tweet74_1591818750914957313	@Yolanda_Diaz_ Un problema que afecta a tot el pas, però sou tan sectaris i gentussa q la culpa de de Ayuso. El fàstic q em doneu és infinit i els vostres feligresos són mig retardats	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sou tan sectaris', 'gentussa', 'El fàstic q em doneu és infinit', 'mitjà retardats']
1864	tweet14_1234978035410931712	@laSextaTV No li falta razn alguna i qualsevol amb el cap moblat continuar traient a la llum el vostre sectarisme i predilecte gust de manipular per a blanquejar l'inevitable des de New Trola. https://t.co/pluc0n20yo	NOVIOLENTO	NO				[]
1480	tweet51_1235209809760223234	"@IreneMontero Soles i borratxes... i drogades,  se t'ha oblidat dir ""i drogades"" Que nivell, maribel!! A les quals arriben a les seues cases acompaadas  i sòbries habra que llevar-los el dret a vot."	NOVIOLENTO	NO				[]
2676	tweet45_1234896541078507526	@laSextaTV Per a una vegada que un politico diu la veritat	NOVIOLENTO	NO				[]
820	tweet15_1235256645799874560	@laSextaTV Esquerra Afonada amenaçant   https://t.co/kxnosfn8ss  Sou fem desinformativa #Fem https://t.co/4ot9lxjjni	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Sou fem desinformativa']
2008	tweet9_1234903986760712193	@laSextaTV Perquè tendra que retractar-se, que no hi ha Llibertat d'expresin o com va això?!?!	NOVIOLENTO	NO				[]
1703	tweet92_990356245134610434	12 milionaris que proven que no eres lleig, només pobre #amaliewichmann #angeliqueboyer #benbrown #brucewillis #cathyschmitz #deborahvaldez #diners #elgerocastro #emmaheming #FAMOSOS #lleig #francoishenripinault #inters #jamesgoldstein #jennabentley #melan https://t.co/epcnragztm https://t.co/iltaxakg3b	NOVIOLENTO	SI				['lleig']
1901	tweet68_1234924531711651849	@laSextaTV Normal.	NOVIOLENTO	NO				[]
1526	tweet31_1235115949256323073	@laSextaTV S'ha quedat tala en la seua definicin.	NOVIOLENTO	NO				[]
766	tweet28_1235114999716052992	@laSextaTV @cayetanaAT @cayetanaAT, això és una lluita cultural, eres gran	NOVIOLENTO	NO				[]
290	tweet82_1235232517474615296	@IreneMontero Dselo a aquest: https://t.co/tcuszsqpqy	NOVIOLENTO	NO				[]
2158	tweet46_1234972669809807360	@laSextaTV I fa bé de criticar-vos, O no pot?	NOVIOLENTO	NO				[]
1223	tweet41_1592280067031404545	@JesusCintora L'ayuso no ix al carrer, no té ni puta idea del que passa en els ambulatoris això de posar un plasma en ginecologa és un parraque, vaja que amb dos canons de Mara de la bona no em dóna per a est gran ocurrència	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['no té ni puta idea']
2830	tweet77_1234917120984698881	@laSextaTV És valenta. !!! Això de vole, wyoming, Ferreras i altres herbes és digne d'estudi.  Ms le valdra a Antena 3. Revisar continguts i no tractar d'acoquinar opinions.	NOVIOLENTO	NO				[]
1023	tweet72_1592028337244962816	@Lobeca2 @Miotroyo2parte @Monica_Garcia_G Ayuso no ha treballat en la seua puta vida.ja et pose el currculum https://t.co/ujbl7cugdb	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['en la seua puta vida']
271	tweet50_1235560102398177281	@IreneMontero Res justifica tampoc un robatori. Però si vas solo i borratxo de nit a les 3000 habitatges, potser et roben la cartera i el peluco.	NOVIOLENTO	NO				[]
70	tweet25_1235285534748168194	@IreneMontero No ha sigut ben triat perquè sembla que diguen que la dona ha de beure. Per a divertir-se no fa falta. Est clar que cap agresin té justificacin cap.	NOVIOLENTO	NO				[]
1715	tweet5_1235153800438173697	@laSextaTV Si té ms razn que un sant, en la sisena fa temps que només fan periodisme ideolgico.	NOVIOLENTO	NO				[]
1759	tweet69_1235342903448346624	@laSextaTV Doncs encara sort que no ha dit que ferreras a la carcel	NOVIOLENTO	NO				[]
111	tweet98_1234948732812173314	@laSextaTV Bé per Cayetana.	NOVIOLENTO	NO				[]
230	tweet80_989573957140602880	"@pnique Per a silencis, els que t i els de la teua casta guardais quan els ""ramats"" són d'immigrants. #DasAsco"	NOVIOLENTO	NO				[]
799	tweet83_1235175123499524096	@laSextaTV BÉ, PER CAYETANA...BIEEEEN!	NOVIOLENTO	NO				[]
1232	tweet51_1593130289207074816	@MaleSoria63 @IdiazAyuso Que sabrs t de Machado, els podemitas sou una banda d'analfabets, ressentits i vagues, provocis fàstic i vergenza, com us fot que jams tendris Madrid, quan hablis de Doa ISABEL AYUSO, lbaros aqueixes gargamelles repugnants. Una salutació	VIOLENTA	SI	MODERAT	EXECUTOR	ALTRE	['analfabets', 'ressentits', 'vagues', 'provocis fàstic', 'vergenza', 'repugnants']
92	tweet62_989963355451543558	Deixa de voler dir l'atencin #ridicula	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridicula']
2298	tweet93_1235209659449040897	@IreneMontero Ministeri diu!...	NOVIOLENTO	NO				[]
831	tweet31_1235255989802237953	@IreneMontero Uffffff...grrrrrr......argggggg....és que si escric el que pense segur que....	NOVIOLENTO	NO				[]
1332	tweet60_1592181581493538817	@todoesmentiratv Marilo dis-li a l'Anada ayuso que baixe el to de matona de barri que té, la medique que parla ho fa sabent el que parla, l'ayuso no té ni puta idea quan parla	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['el to de matona de barri', 'no té ni puta idea']
2130	tweet4_1235372244840443906	@IreneMontero Cunto li fot al patriarcat cada mesura, cada pequea millora....com els toca els huevxs que els trontollen els privilegis!!!	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Cunto li fot', 'com els toca els huevxs']
2373	tweet85_1591867736103297025	És a dir que tennis clar que sou la mateixa merda feixista que l'Ayuso, m'alegra saber que tennis clar que quan el poble s'alce tendris el mateix tracte que ella i els dems fills de puta https://t.co/8aa7zb4wrs	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['merda feixista', 'fills de puta']
1730	tweet25_1235235258519429120	@IreneMontero @PabloIglesias Però la veritat és molt cruel  perquè tampoc té perquè saber-ho  ja que el salt de caixera del  sper al ministeri ha sigut de c..., pobrecilla  és tan intil i ximple.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['intil', 'ximple']
131	tweet28_1234952763529990149	@laSextaTV Si només ha dit una veritat.	NOVIOLENTO	NO				[]
2762	tweet78_1234846227650531330	@laSextaTV Aquesta no per a!! https://t.co/dgjuw3wy4m	NOVIOLENTO	NO				[]
129	tweet24_1234940263015034881	@laSextaTV Porta tota la razn del món, el vostre canal és el ms sectari i rèptil en tota la història de la televisin d'Espaa	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['sectari', 'rèptil']
941	tweet80_1591745142985486337	Vaja mafiosos, la llista d'espera de les ms curtes, millors hospitals i instal·lacions que per exemple aqu a Canàries. Però aqu est el Psoe+Podemos, aqu no hi ha problema perquè no est Ayuso. Muchsimo fàstic.  Us importa una merda l'atencin sanitària. Trilers polticos. https://t.co/nqs062ymbx	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['mafiosos', 'Muchsimo fàstic', 'Us importa una merda', 'Trilers']
1501	tweet89_1235021528615522304	@laSextaTV @cayetanaAT Tot el meu suport Cayetana , ja és hora de cridar a les coses pel seu nom i aqueixa cadena com va dir Ferreras només fa politica segun el va dir d'esquerres, en lloc de ser objectiu i neutral com ha de ser un professional del mitjà. @populars tot el meu suport a Cayetana i el seu valentia. https://t.co/kmfbhzezfu	NOVIOLENTO	NO				[]
1024	tweet73_1590967897136173056	@DANIROVIRA Ayuso t'est infinitament agraïda, amb el fàstic que provoques a la gent Dani qualsevol crtica teua és un afalac xD.En les plataformes les pelis en les quals apareixes són automticamente descartades per la gent per a veure-les del bon actor que eres i repulsiu que ens resultes	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fàstic', 'repulsiu']
2831	tweet79_1234844154670321666	@laSextaTV Manipulacion habia en tve els ultimos aos que gobern el pàg. Que parecia que espaa anava de puta m..	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Manipulacion', 'de puta m']
1214	tweet30_1591341186811564032	@laureanoolopez Cagatintas de la Veu atacant tots els dies a Isabel Ayuso. Despues d'anada, boja ,trumpista acabàreu llamandola puta.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Cagatintas', 'puta']
2090	tweet31_1235486412868288513	@IreneMontero Que el teu puto Ministeri treballe per a poder portar als nostres bebs al treball per a alletar-la com a feixos t, les dems congelem la llet.	VIOLENT	SI	MODERAT	PASSIU	POLITICA	['puto Ministeri']
1851	tweet93_1234874678956765189	"@laSextaTV Sembla que a la Sextapo li fot que se'ls critique... Però si no ha dit cap mentida, Ferreras... A veure condisc expliques les tres capes de calçotets i els negocis de la ""imparcial"" de la teua dona amb Newtrola, verificant les notícies que no us agraden...I del teu cuada alguna cosa?"	NOVIOLENTO	NO				[]
1866	tweet18_991376846150426630	Despus de ms de 70 aos de relacions #diplomaticas amb #taiwan ; nostra #nacion #puta #cuir i #ramera trenca amb ells per a embolicar-se amb #chinapopular ... Una altra absurda dels nostres #politicos de #merda	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['puta', 'amera', '#politicos de #merda']
2400	tweet18_990304261580836864	M'enter avui que el #TC cre la categora de persones naturals amb finalitats de lucre #ridculo #vergenza	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['ridculo', 'vergenza']
21	tweet28_1235347247782653952	"@IreneMontero Falt ""i col·locada"". Una patinada, si no s'admet, és doble patinada."	NOVIOLENTO	NO				[]
1859	tweet5_1235321278959153157	@IreneMontero @PabloIglesias Somosaguas.... https://t.co/sdnww7n1nr	NOVIOLENTO	NO				[]
1457	tweet12_1235358809100554241	@IreneMontero Blanquejant el botelln i l'alcoholisme en adolescents... As solucionarem molts problemes, s.	NOVIOLENTO	NO				[]
2080	tweet15_1234971737051131904	@laSextaTV Visca Cayetana !!palmeros del rgimen !!	NOVIOLENTO	NO				[]
1968	tweet60_1592453330064011265	@Spanish_Revo @elmundotoday Això, Ayuso, per no prestar-li la deguda atencin a aquells entraables ancianitos que suplicaven al Cielito per l'ejecucin de 26 milions de fills de puta.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fills de puta']
763	tweet24_1235117468525289473	@laSextaTV no veig porqu ha de retractar-se, diu una veritat com una casa, però clar, les veritats solen...	NOVIOLENTO	NO				[]
164	tweet83_1235489810506059778	@IreneMontero Elogiar l'alcoholisme des d'un ministeri cmo mnimo és vergonyós.	NOVIOLENTO	NO				[]
1396	tweet36_1235151810823950336	@laSextaTV És una persona coherent i amb principis!!!!!	NOVIOLENTO	NO				[]
2487	tweet52_1235947496528101377	@laSextaTV No va ser @lasexta la que va fer un escenari televisiu de recompte per al colp d'estat sota pretext de referèndum?. No és això comerciar amb l'estabilitat parlamentària, ergo democrtica?	NOVIOLENTO	NO				[]
2805	tweet41_1234937475325399041	@laSextaTV Per això molts espaoles/as no us veiem... Ni us tornarem a veure jams.	NOVIOLENTO	NO				[]
1111	tweet81_1592506411116023808	EMILIANO  CABRON GARCIA PALLA MENTAL FORA DEL           PSOE.   I EL MALALT  D'ARAGON                SÓN SOCIS DE PUTA             AYUSO	VIOLENTO	SI	MODERAT	EXECUTOR	ALTRE	['CABRON', 'PALLA MENTAL', 'EL MALALT  DE', 'PUTA']
864	tweet85_1235287495652323330	@IreneMontero Cmo pots ser tan mentidera falsa i hipcrita, quan rectificaràs i a demanar perdn per totes les falsedats que salen de la teua bruta boca, fàstic sent a l'orte parlar...feixista	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['mentidera', 'falsa', 'hipcrita', 'que salen de la teua bruta boca', 'fàstic sent a l'orte parlar', 'feixista']
988	tweet33_1593368589075111938	Les feministes. Això ho diu Ayuso i es lia la d Déu. Q esperarem d'unes tipas q sent una ministra d'igualtat, estn deixant al carrer mes violadors q mai. Violadors q reincidirn. Q puto fàstic doneu. https://t.co/ysxeqypuun	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Q puto fàstic doneu']
834	tweet36_1235073906215546882	@laSextaTV I as és.	NOVIOLENTO	NO				[]
1206	tweet20_1592062372545548289	La sanitat va com el puto cul en tota Espaa, tenint llistes d'espera de ms de tres setmana en el mdico de família i ms de 6 mesos en els especialistes en províncies com Almera quan a Madrid no hi ha tantsimo temps d'espera ni de coa, però eh, puta Ayuso.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['puto cul', 'puta']
2291	tweet81_1235571576516431872	@IreneMontero Sola i borratxa vull arribar a casa.. Per descomptat que no es que classe de dona es pot sentir identificada amb això??	NOVIOLENTO	NO				[]
1694	tweet76_1235014511624704000	@laSextaTV Totalment d'acord amb aqueixa Seora.	NOVIOLENTO	NO				[]
1861	tweet7_992304838573674496	És molt graciós que els lupos que portava amb 8 aos tornen a estar de moda. #vivirparaver #todovuelve #ridiculo #gafastochas #gafotas	NOVIOLENTO	SI				['ridiculo']
2127	tweet95_1234964865715965954	@laSextaTV Per qu habra de fer-ho si diu la puritita veritat no ms?	NOVIOLENTO	NO				[]
1425	tweet70_1234980321755463680	@laSextaTV @ochocuarentay Aqu pots llegir que la majora et donem la razn @cayetanaAT volen silenciar-nos per no opinar com ells. A això se'n diu TOTALITARISME o @laSextaTV	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['TOTALITARISME']
1960	tweet49_1592069935714516993	@rosamariaartal @batidoradegusto Fotre!!!.... Fàstic de Telefachas.. Però la d'Ayuso... Ara en la @La1_tve  blanquejant al PP.. Deixant un míting d'Almeida	VIOLENTO	SI	MODERAT	EXECUTOR	ALTRE	['Fotre', 'Fàstic de', 'Telefachas']
2823	tweet70_1235123146526732288	@laSextaTV Té tota la razn, la sisena és un niu d'odi	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['niu d'odi']
1510	tweet7_1235836809063436291	@laSextaTV OH DÉU però com pot ficar-se amb LA SECTA.	NOVIOLENTO	NO				[]
2653	tweet6_1235195424018923522	@IreneMontero Un missatge molt educatiu !	NOVIOLENTO	NO				[]
1642	tweet8_991887031641886720	#Ridcula #ExplotaTripas #BotaMierdaPorqueComeNo JAJAJAJAJA https://t.co/tq5l76gj1l	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ridcula', 'ExplotaTripas', 'BotaMierdaPorqueComeNo']
516	tweet85_1592643273151348738	Que la rabosa d'Ayuso no renova el bo a 10 en el 2023	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la rabosa']
1220	tweet37_1591769843631783936	"""Ayuso dimisin"" ""S'ha de notar a l'hora de votar""  I jo m'he de creure que la manifestacin és per la sanitat pblica.   Ha engaar a la vostra puta prima."	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['puta prima']
865	tweet87_1234860274072592391	@laSextaTV Qu  el comunista de Ferreras es compre una mona. Bo ja té a la Pastor. Bravo per Cayetana dóna-li ha aquesta màfia de renegats.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['dóna-li ha aquesta màfia de renegats']
1401	tweet42_991491633320513537	@Alexanderklei @youlynsunday Tinga el penis gran o no, Aqueix no és el teu problema, el teu comentari aquesta de mes. #Ridicula	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['Ridicula']
1848	tweet90_1235012452737323008	@laSextaTV I el que es queixa és el ferreras, cal fotre's!!!	NOVIOLENTO	SI				['fotre's']
2324	tweet28_1592435479370076160	Si Elon us cobrar un cntimo cada vegada que twitteis Franco, Inda, Abascal, Ayuso i Ferreras ara mateix Twitter sàrria l'empresa ms rendible de la història. Que mira que sou cansos, tot el puta dóna parlant del mateix. Cardar d'una puta vegada i deixar-vos anar d'aqu https://t.co/6eybkhgv57	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['el puta dóna', 'Cardar d'una puta vegada']
944	tweet83_1591137569047138304	@MARIOSUZUKI17 És q no volen treballar per la puta d'ayuso	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['la puta de']
1896	tweet62_1234993472911753218	@laSextaTV Jo tambin insistisc ,sou el fem periodstica d'Espaa ,feu fàstic	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fem', 'feu fàstic']
545	tweet19_1592112399288766470	@ElHuffPost PERÒ QU PUTA VERGENZA!!! VERGENZA!!! Ayuso DAS VERGENZA!!! DIMITEIX I DJATE D'ETES I CHORRADAS.	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['QU PUTA VERGENZA', 'VERGENZA', 'DAS VERGENZA']
1847	tweet89_1235294472650575879	@IreneMontero Però que fastigosa eres	VIOLENT	SI	MODERAT	EXECUTOR	ALTRE	['fastigosa']
2034	tweet50_1235193704966746113	@IreneMontero Que pesat tothom amb corregir això de borratxa. No banalitzen el consum d'alcohol, marquen una realitat i ja est. Jo no he begut res en la meua vida, per a m l'alcohol és fem. Però això no lleva que les dones que salen a passar-ho bé puguen beure sense tenir por.	NOVIOLENTO	NO				[]
1385	tweet23_1235245869156438016	@laSextaTV És totalment cert, dt. Sexta és el principal mitjà de desinformacin d'Espaa, cerca contínuament assetjar als polticos que no simpatitzen amb el seu vergonyant lnea ideolgica.	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['assetjar', 'vergonyant']
201	tweet36_1234911521605550080	@laSextaTV I té tota la razn ! Només informa del q els interessa , q ha passat amb el cas dels ERES 800 milions ! Que ha passat amb Abalos ?que ha passat amb Els corruptes de podem?estomaquen a qualsevol q no siga d'esquerres,mentint i manipulant	VIOLENT	SI	MODERAT	EXECUTOR	POLITICA	['corruptes', 'estomaquen', 'mentint', 'manipulant']
2485	tweet47_1235197256367656964	@IreneMontero Irene, és una frase desafortunada, sabem el missatge que es vol donar , però es pot dir d'una altra manera	NOVIOLENTO	NO				[]
1702	tweet91_1235179166049480704	@laSextaTV Per una vegada, i sense que servisca de precedent, estic d'acord amb ella ... el nivell dels mitjans de comunicacin és deplorable, com els polticos!!	NOVIOLENTO	NO				[]
2638	tweet84_1235186010138595328	"@IreneMontero M'agradara que vingueres i li explicares a les meues dues filles el lema. Jo no sóc capaç de transmetre el ""CONCETO""."	NOVIOLENTO	NO				[]
2174	tweet72_1235213183171866625	"@IreneMontero Quin exemple que doneu , haguera quedat ms bonic ""sola i corrent vull arribar a casa"", per exemple, hi ha milers de combinacions, però no, ha de ser borratxa. Us ha faltat el drogada tambin, as hauria quedat, com a ms dramtico no?"	NOVIOLENTO	NO				[]
261	tweet35_1235160634439892993	@laSextaTV lvarez  de Toledo té tota la razn, en referència a la sisena.	NOVIOLENTO	NO				[]
